filiacao,familiares,familiares_quais,motivacao,tempo_existencia,peso_escolha,qualidade_programa,qualidade_lideres_nacionais,qualidade_lideres_regionais,bancadas_congresso,bancadas_estaduais_municipais,agenda_partido,agricultura_pecuária,educação,esportes_lazer,infraestrutura_urbana,saude,trabalho_emprego,transportes_publicos,artes_cultura,ciencia_tecnologia_inovacao,combate_homofobia,combate_racismo,igualdade_genero,meio_ambiente,representacao_mulheres_política,atividades_partido,atividades_formacao_politica,atuacao_campanhas_eleitorais,atuacao_campanhas_filiacao,cargos_administracao,concorrer_eleicao,cargos_pretende_concorrer,experiencia_importante,experiencia_comentario,idade,renda_familiar_mensal,escolaridade,area_formacao,religiao,situacao_ocupacional,setor_ocupacao,cor_raca,local_residencia,regiao_residencia,partido,espectro,materialista,pos_materialista,agenda,filiacao_familiar,filiacao_estudantil,filiacao_social,interior,metropolitana,capital,influencia_filiacao,espectro_binario,sexo,ponderacao
3,2,1,9,1,3,5,5,5,5,5,5,2,5,2,5,5,5,4,2,4,3,3,3,3,4,22,10,4,5,1,1,1,3,1,3,5,6,1,3,2,5,4,1,4,29,25,4.333333333333333,3,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,2,4,5,5,5,2,4,4,4,4,2,4,22,10,4,5,3,3,3,3,1,3,5,4,4,3,2,4,5,1,4,29,25,4.166666666666667,3.25,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,2,3,3,3,2,4,30,10,4,5,3,3,4,7,1,3,5,3,1,7,2,4,5,1,4,29,25,4.333333333333333,2375,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,2,4,4,4,1,4,28,9,4,5,3,3,2,7,1,3,5,5,1,7,2,3,4,1,4,29,25,4.333333333333333,2625,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,13,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,4,4,4,2,4,21,13,4,5,1,1,1,3,1,3,4,2,1,5,4,1,4,1,4,29,25,4.333333333333333,3125,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,4,4,4,2,4,22,10,6,8,1,1,1,3,1,3,4,5,1,5,2,3,4,1,4,29,25,4.333333333333333,3125,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,2,5,5,5,5,5,5,27,10,4,5,1,1,1,3,1,3,6,3,1,5,2,3,1,1,5,29,25,4.333333333333333,4125,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5, ,2,5,5,5,5,3,5,22,10,4,5,1,1,1,3,1,3,2,4,3,5,2,3,5,1,4,29,25,4.2,3875,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,2,5,4,4,4,2,5,25,10,6,8,3,3,2,3,1,3,2,3,1,5,2,3,4,1,4,29,25,4.333333333333333,3375,1,0,0,1,0,0,1,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,4,5,3,5,22,10,6,8,3,3,3,3,1,3,5,5,1,5,2,3,1,1,4,29,25,4.333333333333333,3625,1,0,0,1,0,0,1,3,1,2,0.9096
4,2,1,4,1,3,5,5,5,5,5,5,3,5,2,3,4,5,4,3,3,3,3,3,3,3,35,10,1,1,2,2,1,3,12,3,2,3,1,6,2,5,2,1,5,7,25,4,2875,1,0,0,0,0,0,1, ,1,2,0.9096
6,2,1,4,1,3,5,5,3,5,5,5,1,5,3,4,5,5,4,3,3,3,3,3,3,3,3,10,1,1,2,2,1,7,1,2,3,6,1,3,1,1,5,1,4,29,25,4,3,1,0,0,0,0,0,1, ,1,2,0.9096
2,2,1,4,2,1,5,5,5,4,5,5,3,5,1,4,5,5,5,2,2,2,2,2,2,2,14,34,4,5,2,2,1,7,1,3,5,5,1,3,4,1,1,1,5,23,30,4.5,1875,1,0,1,0,0,0,1,2,1,2,0.9096
4,2,1,17,1,3,5,5,5,5,5,5,1,5,2,4,5,5,4,3,3,3,3,3,3,3,36,33,1,1,2,2,1,7,1,3,2,6,1,2,4,1,2,1,2,15,30,4,2875,1,0,0,0,0,0,1, ,1,2,0.9096
6,2,1,4,3,1,5,5,5,5,5,5,2,5,2,4,5,3,4,3,4,3,3,3,3,3,3,30,4,5,3,3,10,7,1,3,4,5,1,3,4,1,4,1,2,15,30,3.8333333333333335,3,1,0,0,0,0,0,1, ,1,2,0.9096
6,2,1,20,1,3,5,5,5,5,5,5,1,5,1,4,5,4,5,3,3,3,3,3,3,3,6,3,1,1,2,2,1,7,1,3,2,4,2,5,3,1,5,1,2,15,30,4,2.75,1,0,0,0,0,0,1, ,1,2,0.9096
6,2,1,17,1,3,5,5,5,5,5,5,1,5,1,4,5,5,4,3,3,3,3,3,3,3,40,10,1,1,2,2,1,7,1,3,2,6,1,4,4,1,2,1,2,15,30,4,2.75,1,0,0,0,0,0,1, ,1,2,0.9096
2,2,1,4,3,3,5,5,5,5,5,5,2,5,3,5,5,5,5,5,5,5,5,5,5,5,6,35,4,7,1,1,1,3,4,2,5,2,1,6,4,1,5,2,2,4,15,4.5,4.75,2,0,1,0,1,0,0,2,1,2,0.9096
4,2,1,4,3,3,5,5,5,5,5,5,1,5,3,3,5,5,4,3,4,5,5,5,3,5,21,8,4,5,2,2,1,7,1,2,5,2,1,6,3,1,4,2,3,5,15,3.8333333333333335,4125,2,0,0,0,1,0,0, ,1,2,0.9096
4,2,1,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,5,14,34,4,5,1,1,1,3,3,3,5,5,1,6,3,1,4,2,2,5,15,5,4.5,1,0,0,0,1,0,0, ,1,2,0.9096
4,2,1,4,3,3,5,5,5,5,5,5,1,5,1,3,4,5,3,1,3,2,2,3,1,3,14,34,4,5,1,1,1,1,53,2,5,6,1,6,3,1,5,2,4,5,15,3.5,2,1,0,0,0,1,0,0, ,1,2,0.9096
4,2,1,6,3,3,5,5,5,5,5,5,1,5,1,4,5,5,4,3,3,5,5,5,3,5,4,35,4,5,1,1,1,7,1,3,2,3,1,5,2,4,4,2,1,5,15,4,3.75,1,0,0,0,1,0,0, ,1,2,0.9096
2,2,1,4,3,3,5,5,5,5,5,5,2,5,3,5,5,5,5,2,4,3,3,3,3,3,3,3,1,1,2,2,1,3,1,2,6,5,1,7,3,1,5,2,2,21,25,4.5,3,1,0,1,0,1,0,0,2,1,2,0.9096
2,2,1,16,3,3,5,5,5,5,5,5,3,5,3,5,5,5,5,3,3,3,3,3,3,3,3,3,1,1,2,2,1,3,1,2,2,5,1,3,1,1,1,2,1,21,25,4.666666666666667,3,1,0,1,0,1,0,0,2,1,2,0.9096
2,2,1,4,3,3,5,5,5,5,5,5,3,5,3,5,5,5,4,2,3,3,3,3,3,3,37,3,1,1,2,2,1,3,1,3,3,6,1,3,3,1,1,2,2,21,25,4.5,2875,1,0,1,0,1,0,0,2,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,2,5,5,5,5,1,4,3,3,4,2,4,22,10,4,5,1,1,1,3,1,1,4,2,1,6,4,1,5,2,5,29,25,4.333333333333333,2875,1,0,0,1,1,0,0,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,2,5,5,5,5,2,4,4,4,4,2,4,22,10,4,5,3,3,2,3,1,3,3,1,1,7,3,1,4,2,4,29,25,4.333333333333333,3.25,1,0,0,1,1,0,0,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,3,5,28,10,4,5,1,1,1,3,1,3,6,6,1,5,2,3,3,2,4,29,25,4.333333333333333,3.75,1,0,0,1,1,0,0,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,3,5,22,10,4,5,1,1,1,3,1,3,5,4,6,6,2,3,4,2,4,29,25,4.333333333333333,3.75,1,0,0,1,1,0,0,3,1,2,0.9096
4,2,1,4,3,3,5,5,5,5,5,5,1,5,1,3,4,5,3,1,3,3,3,3,2,4,14,8,4,5,1,1,1,7,1,3,5,2,1,6,3,1,4,2,5,7,25,3.5,2.5,1,0,0,0,1,0,0, ,1,2,0.9096
4,2,1,14,3,3,5,5,5,5,5,5,1,5,1,4,5,5,4,1,3,3,3,3,1,3,14,8,4,5,2,2,1,3,1,3,4,2,1,6,3,1,5,2,2,7,25,4,2.25,1,0,0,0,1,0,0, ,1,2,0.9096
6,2,1,11,2,3,5,5,5,5,5,5,3,5,3,3,5,4,5,5,5,5,5,5,5,5,6,31,1,1,1,1,1,3,32,3,5,4,4,4,2,3,4,2,4,35,25,4.166666666666667,4.75,2,0,0,0,1,0,0, ,1,2,0.9096
6,2,1,20,3,3,5,5,5,5,5,5,1,5,1,4,5,5,4,1,4,3,3,3,2,4,8,27,4,5,3,3,8,7,51,3,5,4,6,6,4,1,4,2,4,7,25,4,2625,1,0,0,0,1,0,0, ,1,2,0.9096
6,2,1,9,3,3,5,5,5,5,5,5,3,5,3,4,5,5,4,3,4,4,4,4,3,3,4,33,1,1,3,3,8,7,1,1,6,6,1,6,3,1,5,2,2,29,25,4.333333333333333,3.5,1,0,0,0,1,0,0, ,1,2,0.9096
6,2,1,4,3,3,5,5,5,5,5,5,2,5,2,4,4,5,4,3,4,3,3,3,3,3,41,30,4,5,1,1,1,7,1,3,6,2,1,6,3,1,5,2,4,29,25,4,3,1,0,0,0,1,0,0, ,1,2,0.9096
6,2,1,6,1,3,5,5,5,5,5,5,1,5,2,5,5,5,5,3,3,3,3,3,3,3,31,10,4,5,1,1,1,4,46,3,4,6,1,6,3,1,5,2,2,29,25,4.333333333333333,2875,1,0,0,0,1,0,0, ,1,2,0.9096
2,2,1,21,3,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,3,3,3,9,3,48,2,4,5,1,4,4,1,4,2,1,18,30,5,5,2,0,1,0,1,0,0,2,1,2,0.9096
2,2,1,4,3,1,5,5,5,5,5,5,3,5,1,4,5,5,5,1,3,1,1,1,1,1,4,2,1,1,1,1,1,3,102,3,5,2,1,6,4,1,4,2,2,9,30,4.5,1.25,1,0,1,0,1,0,0,2,1,2,0.9096
2,2,1,4,3,1,5,5,5,5,5,5,2,5,1,5,5,5,5,2,2,2,2,2,2,2,4,30,1,1,1,1,1,7,1,3,6,6,1,6,4,1,4,2,2,9,30,4.5,1875,1,0,1,0,1,0,0,2,1,2,0.9096
2,2,1,21,3,1,5,5,5,5,5,5,3,5,2,5,5,5,5,2,3,1,1,2,2,2,3,29,1,1,3,3,10,3,74,2,3,2,1,5,1,1,4,2,1,18,30,4.666666666666667,1875,1,0,1,0,1,0,0,2,1,2,0.9096
2,2,1,4,2,1,5,5,5,5,5,5,4,5,2,4,5,5,4,1,1,1,1,1,1,1,12,34,1,1,2,2,1,7,1,2,5,6,1,3,3,1,1,2,1,23,30,4.5,1125,1,0,1,0,1,0,0,2,1,2,0.9096
4,2,1,20,3,1,5,5,5,5,5,5,3,5,3,5,5,5,5,3,5,3,3,3,3,3,7,22,3,3,1,1,1,3,17,3,4,6,1,5,3,1,4,2,2,9,30,4.666666666666667,3.25,1,0,0,0,1,0,0, ,1,2,0.9096
4,2,1,4,2,1,5,5,5,5,5,5,5,5,1,3,5,3,3,1,1,1,1,1,1,2,1,34,4,5,1,1,1,3,1,3,5,2,1,7,1,1,4,2,5,23,30,4,1125,1,0,0,0,1,0,0, ,1,2,0.9096
4,2,1,22,3,1,5,5,5,5,5,5,3,5,1,3,4,4,4,1,1,1,1,1,1,1,15,34,1,1,1,1,1,3,1,3,5,3,1,2,2,4,2,2,3,23,30,3.8333333333333335,1,1,0,0,0,1,0,0, ,1,2,0.9096
6,2,1,20,3,1,5,5,3,3,5,5,2,5,2,3,5,4,4,3,4,3,3,3,3,3,41,30,1,1,3,3,7,7,1,3,2,3,1,3,3,1,4,2,1,15,30,3.8333333333333335,3,1,0,0,0,1,0,0, ,1,2,0.9096
2,2,1,4,3,3,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,14,15,5,8,1,1,1,3,63,2,3,2,1,6,4,1,4,3,2,6,10,4.333333333333333,4.5,2,0,1,0,0,0,0,2,1,2,0.9096
2,2,1,4,3,3,5,5,5,5,5,5,2,5,2,5,5,5,4,3,3,3,3,3,3,3,47,22,3,1,2,2,1,3,1,3,5,5,1,7,3,1,1,3,1,21,25,4.333333333333333,2875,1,0,1,0,0,0,0,2,1,2,0.9096
2,2,1,5,3,3,5,5,5,5,5,5,3,5,3,5,5,5,5,3,4,3,3,3,3,3,36,3,1,1,2,2,1,4,1,3,2,4,5,4,1,1,3,3,3,21,25,4.666666666666667,3125,1,0,1,0,0,0,0,2,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,2,5,5,5,5,2,3,3,4,4,2,4,22,10,4,5,2,2,1,3,1,3,5,2,1,3,3,1,5,3,5,29,25,4.333333333333333,3,1,0,0,1,0,0,0,3,1,2,0.9096
3,2,1,10,3,3,5,5,5,5,5,5,3,5,3,5,5,5,5,3,4,3,3,3,3,4,1,32,1,1,1,1,1,3,14,3,6,4,4,6,2,5,4,4,1,28,10,4.666666666666667,3.25,1,0,0,1,0,1,0,3,1,2,0.9096
2,2,1,4,3,1,5,5,5,5,5,5,2,5,2,4,5,5,5,2,3,2,2,2,2,3,3,32,1,1,3,3,7,7,74,2,6,6,1,3,3,1,4,4,4,5,15,4.333333333333333,2.25,1,0,1,0,0,1,0,2,1,2,0.9096
6,2,1,4,2,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,32,3,3,1,1,1,3,82,3,6,6,1,6,1,1,4,4,5,27,15,4.666666666666667,5,2,0,0,0,0,1,0, ,1,2,0.9096
3,2,1,16,3,1,5,5,5,4,5,5,3,5,3,5,5,5,5,3,4,3,3,3,3,3,13,2,1,1,3,3,8,7,1,2,4,2,1,5,3,1,4,4,2,21,25,4.666666666666667,3125,1,0,0,1,0,1,0,3,1,2,0.9096
3,2,1,9,1,3,5,5,5,5,5,5,1,5,2,5,5,5,5,3,4,3,3,4,2,4,22,10,4,5,1,1,1,3,1,2,5,4,6,3,2,5,4,4,2,29,25,4.333333333333333,3125,1,0,0,1,0,1,0,3,1,2,0.9096
4,2,1,4,3,3,5,5,5,5,5,5,1,5,1,5,5,4,4,3,3,4,4,4,2,4,14,34,4,5,3,3,10,7,1,2,5,4,4,3,1,1,2,4,2,7,25,4,3125,1,0,0,0,0,1,0, ,1,2,0.9096
4,2,1,19,3,3,5,5,5,5,5,5,1,5,2,4,5,5,4,3,4,3,3,3,2,4,14,8,4,5,1,1,1,7,1,2,2,4,6,6,4,1,2,4,4,7,25,4,3,1,0,0,0,0,1,0, ,1,2,0.9096
6,2,1,9,3,1,5,5,5,5,5,5,2,5,2,4,4,4,4,3,4,2,2,2,3,3,7,3,1,1,1,1,1,6,1,2,5,6,1,4,1,1,4,4,2,21,25,3.8333333333333335,2625,1,0,0,0,0,1,0, ,1,2,0.9096
6,2,1,19,3,3,5,5,5,5,5,5,2,5,3,5,5,5,5,5,5,3,3,3,3,3,34,24,1,1,3,3,7,7,1,3,6,5,1,3,1,1,5,4,4,29,25,4.5,3.5,1,0,0,0,0,1,0, ,1,2,0.9096
2,2,1,4,3,1,5,5,5,5,5,5,5,5,3,5,5,5,5,3,4,2,2,3,3,3,7,23,1,1,1,1,1,3,78,1,5,2,1,3,4,1,4,4,5,9,30,5,2875,1,0,1,0,0,1,0,2,1,2,0.9096
2,2,1,17,3,1,5,5,5,5,5,5,3,5,2,5,5,5,5,2,2,2,2,2,2,2,7,34,1,1,1,1,1,3,55,3,2,3,1,5,3,1,4,4,2,9,30,4.666666666666667,2,1,0,1,0,0,1,0,2,1,2,0.9096
3,2,1,21,2,1,5,5,5,5,5,5,2,5,1,5,5,5,5,2,2,1,1,1,2,2,17,29,1,3,3,3,10,3,75,1,5,2,1,2,4,1,4,4,4,18,30,4.5,1.5,1,0,0,1,0,1,0,3,1,2,0.9096
4,2,1,16,2,1,5,5,3,3,5,5,4,5,1,3,5,4,3,1,3,1,1,1,1,1,1,29,1,1,1,1,1,6,1,3,4,6,1,3,1,1,4,4,5,23,30,4,1.25,1,0,0,0,0,1,0, ,1,2,0.9096
5,3,5,22,2,1,5,5,5,5,5,5,3,5,1,4,5,5,5,1,2,1,1,1,1,1,1,29,4,5,1,1,1,3,1,2,5,2,1,6,3,1,2,4,5,23,30,4.5,1125,1,1,0,0,0,1,0,1,1,2,0.9096
6,2,1,4,3,3,5,5,5,5,5,5,2,5,2,4,5,5,5,1,4,1,3,3,2,3,7,35,4,5,3,3,8,7,114,2,4,2,1,4,4,1,4,4,1,15,30,4.333333333333333,2375,1,0,0,0,0,1,0, ,1,2,0.9096
6,2,1,4,2,1,5,5,5,5,5,5,3,5,1,4,5,4,3,1,2,1,1,1,1,1,14,35,4,5,1,1,1,7,1,2,5,2,1,2,3,1,2,4,2,23,30,4,1125,1,0,0,0,0,1,0, ,1,2,0.9096
2,2,1,4,3,1,5,5,5,5,5,5,2,5,2,4,5,5,5,1,3,3,3,3,3,3,1,32,1,1,3,3,7,7,67,2,5,5,1,7,1,1,4,4,1,32,35,4.333333333333333,2625,1,0,1,0,0,1,0,2,1,2,0.9096
3,2,1,4,3,1,5,5,5,5,5,5,3,5,2,5,5,2,5,2,3,2,2,2,3,3,4,29,1,1,3,3,7,7,48,2,5,4,3,5,3,1,4,4,3,32,35,4.166666666666667,2375,1,0,0,1,0,1,0,3,1,2,0.9096
2,2,1,6,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,1,4,4,1,4,26,29,1,1,2,2,1,3,1,2,6,6,1,2,2,4,2,1,4,17,50,5,2.5,1,0,1,0,0,0,1,2,2,2,1147
4,2,1,22,1,2,5,5,5,5,5,5,5,5,3,4,5,5,4,2,2,2,2,2,2,2,6,32,1,1,2,2,1,7,1,3,2,5,1,2,4,1,2,1,4,2,50,4.666666666666667,2125,1,0,0,0,0,0,1, ,2,2,1147
4,3,5,22,1,1,5,5,5,5,5,5,5,5,1,4,4,4,4,1,1,1,1,1,1,1,4,34,1,1,3,3,3,7,1,2,2,4,6,3,2,5,4,1,5,2,50,4.333333333333333,1,1,0,0,0,0,0,1, ,2,2,1147
4,2,1,4,3,1,5,5,5,5,5,5,3,5,1,5,5,5,5,1,3,3,3,3,1,3,44,32,1,1,3,3,8,2,65,1,4,2,1,2,4,1,1,1,4,16,50,4.666666666666667,2.25,1,0,0,0,0,0,1, ,2,2,1147
4,2,1,5,3,1,5,5,5,5,5,5,5,5,2,5,5,5,5,1,3,2,3,3,2,4,51,32,1,1,3,3,11,3,48,3,5,6,1,2,3,1,2,1,4,16,50,5,2.5,1,0,0,0,0,0,1, ,2,2,1147
4,2,1,16,3,1,5,5,5,5,5,5,2,5,2,5,5,5,5,1,1,1,3,3,2,3,1,29,1,1,1,1,1,3,109,1,5,2,1,4,4,1,2,1,3,31,50,4.5,2,1,0,0,0,0,0,1, ,2,2,1147
5,3,2,22,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,3,1,1,1,1,1,15,29,1,1,1,1,1,7,1,2,2,4,6,2,2,5,2,1,4,2,50,5,1.25,1,1,0,0,0,0,1,1,2,2,1147
5,3,2,22,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,3,3,3,1,3,3,32,1,1,3,3,4,3,1,3,4,6,1,5,3,1,4,1,4,17,50,5,2375,1,1,0,0,0,0,1,1,2,2,1147
5,3,3,22,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,2,3,3,1,3,3,32,1,1,1,1,1,3,1,3,6,4,2,5,2,5,2,1,4,17,50,5,2.25,1,1,0,0,0,0,1,1,2,2,1147
5,3,4,18,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,3,3,1,3,3,32,4,1,1,2,1,3,1,3,5,5,1,2,3,1,2,1,4,17,50,5,2.25,1,1,0,0,0,0,1,1,2,2,1147
5,3,4,22,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,4,4,1,4,3,32,1,1,1,1,1,3,1,3,6,6,1,2,2,5,2,1,4,17,50,5,2625,1,1,0,0,0,0,1,1,2,2,1147
5,3,5,22,3,1,5,5,5,5,5,5,1,5,1,5,5,5,5,1,4,1,4,4,1,4,3,20,1,1,2,2,1,3,1,3,6,5,1,2,4,1,2,1,4,17,50,4.333333333333333,2.5,1,1,0,0,0,0,1,1,2,2,1147
1,2,1,2,2,2,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,1,1,1,1,1,38,32,1,1,3,3,8,3,13,3,2,3,1,6,2,4,2,1,4,3,55,5,1.5,1,0,0,0,0,0,1, ,2,2,1147
1,3,3,22,3,2,5,5,5,5,5,5,5,5,1,4,5,5,5,1,3,1,2,2,1,2,3,32,1,1,1,1,1,3,1,3,2,5,1,4,4,1,2,1,4,22,55,4.833333333333333,1625,1,0,0,0,0,0,1, ,2,2,1147
2,3,5,1,3,2,5,5,5,5,5,5,2,5,3,5,5,5,5,2,3,1,3,3,3,3,1,29,1,1,3,3,7,3,64,1,2,2,1,4,1,1,4,1,4,25,55,4.5,2625,1,0,1,0,0,0,1,2,2,2,1147
3,3,5,1,3,2,5,5,5,5,5,5,2,5,2,5,5,5,5,2,2,1,1,3,2,2,1,32,1,1,3,3,8,3,74,3,4,5,1,4,1,1,4,1,4,25,55,4.5,1875,1,0,0,1,0,0,1,3,2,2,1147
6,2,1,1,3,2,5,5,5,5,5,5,1,5,1,1,5,5,5,1,1,1,1,1,1,3,37,32,1,1,3,3,11,6,1,1,6,6,1,4,4,1,2,1,1,22,55,3.6666666666666665,1.25,1,0,0,0,0,0,1, ,2,2,1147
6,2,1,1,3,2,5,5,5,5,5,5,5,5,1,5,5,5,5,1,3,1,1,1,1,1,37,29,1,1,1,1,1,3,1,2,6,4,4,4,2,4,2,1,4,22,55,5,1.25,1,0,0,0,0,0,1, ,2,2,1147
6,2,1,1,3,2,5,5,5,5,5,5,3,5,2,4,5,5,5,1,3,1,1,1,1,2,36,32,1,1,3,3,4,3,1,2,4,2,1,4,4,1,2,1,5,22,55,4.5,1.5,1,0,0,0,0,0,1, ,2,2,1147
1,3,3,2,3,2,5,5,5,5,5,5,5,5,1,5,5,5,5,2,2,2,2,3,3,3,1,29,1,1,3,3,7,7,58,3,6,4,5,2,1,1,2,2,4,26,50,5,2.25,1,0,0,0,1,0,0, ,2,2,1147
2,2,1,4,3,1,5,5,5,5,5,5,3,5,3,3,5,5,5,2,3,3,3,3,3,3,3,32,1,1,3,3,7,7,48,3,6,4,4,5,1,1,4,2,4,19,50,4.333333333333333,2875,1,0,1,0,1,0,0,2,2,2,1147
5,3,4,17,3,1,5,5,5,5,5,5,3,5,3,5,5,5,5,3,5,1,1,1,5,1,40,3,3,1,3,3,7,3,81,1,3,2,1,4,4,1,4,2,2,8,50,4.666666666666667,2.5,1,1,0,0,1,0,0,1,2,2,1147
5,3,3,22,3,1,5,5,5,5,5,5,3,5,5,5,5,5,5,3,4,1,3,3,3,3,51,32,1,1,1,1,1,3,22,2,4,6,1,2,1,1,4,2,2,16,50,4.666666666666667,3125,1,1,0,0,1,0,0,1,2,2,1147
5,3,2,17,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,1,3,3,1,3,3,32,1,1,1,1,1,3,1,3,2,4,6,2,1,1,2,2,4,17,50,5,2125,1,1,0,0,1,0,0,1,2,2,1147
6,2,1,16,3,2,5,5,5,5,5,5,5,5,1,5,5,4,4,1,1,1,1,1,1,1,1,29,4,5,2,2,1,6,1,1,5,6,1,6,1,1,4,2,2,2,50,4.666666666666667,1,1,0,0,0,1,0,0, ,2,2,1147
6,2,1,4,3,1,5,5,5,5,5,5,3,5,2,5,5,5,5,2,4,3,3,3,3,3,3,2,1,1,3,3,8,7,96,3,5,4,5,3,1,1,4,2,1,19,50,4.666666666666667,2875,1,0,0,0,1,0,0, ,2,2,1147
6,2,1,2,3,2,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,1,1,2,2,2,3,4,1,1,3,3,8,7,97,3,2,2,1,2,2,4,4,2,1,26,50,5,1375,1,0,0,0,1,0,0, ,2,2,1147
3,2,1,21,3,2,5,5,5,5,5,5,3,5,2,5,5,5,5,1,1,1,1,1,1,1,7,30,1,1,3,3,3,6,64,1,4,2,1,4,4,1,4,2,1,20,55,4.666666666666667,1125,1,0,0,1,1,0,0,3,2,2,1147
6,2,1,1,3,2,5,5,5,5,5,5,1,5,2,5,5,5,5,1,3,1,3,3,1,3,37,32,1,1,3,3,11,3,1,3,6,4,5,4,2,5,1,2,4,22,55,4.333333333333333,2125,1,0,0,0,1,0,0, ,2,2,1147
4,2,1,17,3,1,5,5,5,5,5,5,3,5,2,5,5,5,5,3,3,1,3,4,2,2,14,2,1,1,1,1,1,3,69,2,5,2,1,2,4,1,4,3,4,31,50,4.666666666666667,2.5,1,0,0,0,0,0,0, ,2,2,1147
2,2,1,16,3,1,5,5,5,5,5,5,3,5,3,5,5,5,5,2,3,1,1,1,1,1,3,2,1,1,1,1,1,3,36,1,6,2,1,5,4,1,2,4,2,12,45,4.666666666666667,1625,1,0,1,0,0,1,0,2,2,2,1147
3,2,1,9,3,1,5,5,5,5,5,5,3,5,3,5,5,5,5,2,4,1,1,1,2,2,3,32,1,1,2,1,1,6,34,2,5,5,1,5,4,1,4,4,2,12,45,4.666666666666667,2,1,0,0,1,0,1,0,3,2,2,1147
2,2,1,4,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,1,3,3,1,4,3,32,1,1,1,1,1,3,1,3,6,5,1,2,2,5,2,4,4,17,50,5,2.25,1,0,1,0,0,1,0,2,2,2,1147
2,2,1,4,3,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,1,5,5,1,5,3,32,5,1,1,1,1,3,1,3,2,5,1,3,1,1,2,4,4,17,50,5,2875,1,0,1,0,0,1,0,2,2,2,1147
3,2,1,9,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,2,3,3,1,3,2,32,1,1,2,2,1,3,1,3,6,6,1,2,4,1,2,4,2,17,50,5,2625,1,0,0,1,0,1,0,3,2,2,1147
3,3,3,23,3,2,5,5,5,5,5,5,5,5,1,5,5,5,5,1,3,1,1,1,3,3,40,29,1,1,3,3,8,7,73,3,5,3,1,5,2,2,4,4,1,26,50,5,1.75,1,0,0,1,0,1,0,3,2,2,1147
4,2,1,4,3,1,5,5,5,5,5,5,5,5,1,3,5,4,5,1,3,1,1,1,1,1,13,34,4,5,3,3,8,7,1,2,5,6,1,3,1,1,2,4,4,2,50,4.5,1.25,1,0,0,0,0,1,0, ,2,2,1147
4,2,1,5,3,2,5,5,5,5,5,5,5,5,1,4,5,4,4,1,3,1,1,1,1,1,8,35,4,5,3,3,2,7,1,3,6,5,1,5,3,1,2,4,1,2,50,4.5,1.25,1,0,0,0,0,1,0, ,2,2,1147
4,2,1,22,3,1,5,5,5,5,5,5,5,5,1,4,4,4,4,1,2,1,1,1,1,1,4,34,4,5,3,3,3,7,1,3,6,3,1,2,2,4,2,4,4,2,50,4.333333333333333,1125,1,0,0,0,0,1,0, ,2,2,1147
